id,A0,A1,A2,A3,A4,A5
0,121.04703415218694,152.16207309766327,143.7336728579988,148.70071899340923,117.82354703415218,167.56560814859196
1,121.68264462809917,152.3599173553719,144.37851239669422,149.38305785123967,118.74256198347108,168.24421487603306
2,122.11932938856016,152.86324786324786,145.41518737672584,149.95200525969756,119.49868507560815,169.03484549638395
3,123.01969309462916,154.39411764705883,147.04194373401535,151.40511508951406,120.81918158567775,171.01687979539642
4,123.40539692500785,155.21242547850645,147.87229369312834,152.364919987449,121.63225604016316,171.96485723250706
5,122.15708333333333,154.13666666666666,147.33,151.70625,120.77416666666667,170.795
6,119.00165172251062,150.26687116564418,143.36715431807457,147.95469561113734,118.04789995280792,166.14157621519584
7,117.85666805151641,148.87764852513502,141.65683423348565,146.62089738263398,117.38886580805982,164.43581221437475
8,119.71490147783251,151.2183908045977,143.5297619047619,149.23357963875205,119.43986042692939,167.0706075533662
9,118.91283900297853,149.97883680827715,142.3408057689293,148.3466060511052,118.58959084496003,166.01787113967706
10,118.78252538800537,149.26633454684804,141.5962828127994,147.82966085456985,117.93274573673118,165.35006706265568
11,117.99207800121877,148.52102376599635,141.06032906764167,147.33252082063782,116.69205768840138,164.43185049766402
12,118.29807692307692,149.7399373881932,142.2432915921288,148.65496422182468,116.88908765652951,165.3316189624329
13,118.1715452688904,150.3399137735421,142.94145677331517,149.666212843204,116.75380077149988,165.98865441343318
14,115.39891574429636,147.0083578043822,139.98622091709962,146.63474135983736,113.7009261350802,162.49423989157444
15,114.71484784889822,146.30194123819518,139.49790136411332,145.9254984260231,112.83499475341029,161.6956977964323
16,114.38441407385868,145.87670834544926,139.25530677522536,145.08578075021808,112.46990404187264,161.09072404768827
17,114.00849909584086,145.20813743218807,138.96383363471972,143.9500904159132,112.02097649186257,160.25587703435804
18,114.75962855838027,146.05175825848684,140.1249809712285,144.4591261988126,112.65200182676206,160.84244177195922
19,115.75693893735131,147.31185567010309,141.65900079302142,145.12470261697067,113.60606661379857,162.11716891356068
20,116.00061996280223,147.87228766274023,142.29592891093202,144.93118412895225,114.10456705930977,162.69208514155818
21,115.70974576271186,147.739406779661,142.01271186440678,144.13276836158192,114.19044256120527,162.42066854990583
22,115.40643985419199,147.5244532199271,141.195170109356,143.45063791008505,114.10616646415554,161.75820170109355
23,115.45592455924559,147.74969249692498,140.67732677326774,143.5891758917589,114.19229192291922,161.72242722427225
24,116.71763053149145,149.14961367361275,141.34956684617185,145.01404823226412,115.1432919690939,162.9630063217045
25,118.29799764428739,150.7328621908127,141.35288574793876,145.93333333333334,116.01719670200235,164.38280329799764
26,119.35960784313725,152.51607843137256,143.0007843137255,147.8121568627451,116.4356862745098,165.93666666666667
27,120.95099150141642,154.38526912181302,144.54504249291784,149.31501416430595,117.42776203966005,168.0303116147309
28,122.61902881958153,155.76095538886696,146.10323726806158,150.7749703908409,118.81760757994473,170.0949467035136
29,123.21049264235445,155.53721475794413,146.23224568138195,151.14651311580295,119.531669865643,170.61335039454042
30,123.0293614595211,154.6049030786773,145.99344355758268,150.79019384264538,119.78705815279362,170.10091220068415
