timestamp,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
2026-08-13T03:34:17.290697,242,0,0,0,0,0
2026-08-13T03:34:18.204528,232,0,0,0,0,0
2026-08-13T03:34:18.254983,221,0,0,0,0,0
2026-08-13T03:34:18.306463,211,0,0,0,0,0
2026-08-13T03:34:18.369419,210,0,0,0,0,0
2026-08-13T03:34:18.421267,208,0,0,0,0,0
2026-08-13T03:34:18.472295,200,0,0,0,0,0
2026-08-13T03:34:18.523622,199,0,0,0,0,0
2026-08-13T03:34:18.574601,196,0,0,0,0,0
2026-08-13T03:34:18.625719,194,0,0,0,0,0
2026-08-13T03:34:18.675796,192,0,0,0,0,0
2026-08-13T03:34:18.726553,193,0,0,0,0,0
2026-08-13T03:34:18.776894,193,0,0,0,0,0
2026-08-13T03:34:18.828149,193,0,0,0,0,0
2026-08-13T03:34:18.878150,194,0,0,0,0,0
2026-08-13T03:34:18.929397,193,0,0,0,0,0
2026-08-13T03:34:18.979901,194,0,0,0,0,0
2026-08-13T03:34:19.031904,192,0,0,0,0,0
2026-08-13T03:34:19.081943,193,0,0,0,0,0
2026-08-13T03:34:19.132422,190,0,0,0,0,0
2026-08-13T03:34:19.183438,190,0,0,0,0,0
2026-08-13T03:34:19.233633,191,0,0,0,0,0
2026-08-13T03:34:19.283731,219,0,0,0,0,0
2026-08-13T03:34:19.334818,223,0,0,0,0,0
2026-08-13T03:34:19.385584,225,0,0,0,0,0
2026-08-13T03:34:19.436886,235,0,0,0,0,0
2026-08-13T03:34:19.487267,244,0,0,0,0,0
2026-08-13T03:34:19.537575,240,0,0,0,0,0
2026-08-13T03:34:19.587788,245,0,0,0,0,0
2026-08-13T03:34:19.639698,245,0,0,0,0,0
2026-08-13T03:34:19.690239,245,0,0,0,0,0
2026-08-13T03:34:19.740374,245,0,0,0,0,0
2026-08-13T03:34:19.790430,246,0,0,0,0,0
2026-08-13T03:34:19.842027,247,0,0,0,0,0
2026-08-13T03:34:19.893549,246,0,0,0,0,0
2026-08-13T03:34:19.945156,249,0,0,0,0,0
2026-08-13T03:34:19.995734,241,0,0,0,0,0
2026-08-13T03:34:20.047045,244,0,0,0,0,0
2026-08-13T03:34:20.097690,242,0,0,0,0,0
2026-08-13T03:34:20.149356,244,0,0,0,0,0
2026-08-13T03:34:20.199358,232,0,0,0,0,0
2026-08-13T03:34:20.249872,234,0,0,0,0,0
2026-08-13T03:34:20.301015,232,0,0,0,0,0
2026-08-13T03:34:20.351346,231,0,0,0,0,0
2026-08-13T03:34:20.401832,232,0,0,0,0,0
2026-08-13T03:34:20.452527,230,0,0,0,0,0
2026-08-13T03:34:20.503651,233,0,0,0,0,0
2026-08-13T03:34:20.554604,242,0,0,0,0,0
2026-08-13T03:34:20.604704,233,0,0,0,0,0
2026-08-13T03:34:20.655570,227,0,0,0,0,0
2026-08-13T03:34:20.707057,224,0,0,0,0,0
2026-08-13T03:34:20.757368,242,0,0,0,0,0
2026-08-13T03:34:20.808473,242,0,0,0,0,0
2026-08-13T03:34:20.860078,244,0,0,0,0,0
2026-08-13T03:34:20.911492,238,0,0,0,0,0
2026-08-13T03:34:20.962337,244,0,0,0,0,0
2026-08-13T03:34:21.013641,239,0,0,0,0,0
2026-08-13T03:34:21.063671,229,0,0,0,0,0
2026-08-13T03:34:21.114002,210,0,0,0,0,0
2026-08-13T03:34:21.164957,221,0,0,0,0,0
2026-08-13T03:34:21.215183,241,0,0,0,0,0
2026-08-13T03:34:21.265202,251,0,0,0,0,0
2026-08-13T03:34:21.317360,242,0,0,0,0,0
2026-08-13T03:34:21.367665,233,0,0,0,0,0
2026-08-13T03:34:21.417746,231,0,0,0,0,0
2026-08-13T03:34:21.468368,235,0,0,0,0,0
2026-08-13T03:34:21.518760,220,0,0,0,0,0
2026-08-13T03:34:21.569250,207,0,0,0,0,0
2026-08-13T03:34:21.620247,215,0,0,0,0,0
2026-08-13T03:34:21.670652,213,0,0,0,0,0
2026-08-13T03:34:21.721000,212,0,0,0,0,0
2026-08-13T03:34:21.771575,210,0,0,0,0,0
2026-08-13T03:34:21.822051,212,0,0,0,0,0
2026-08-13T03:34:21.874397,211,0,0,0,0,0
2026-08-13T03:34:21.925013,214,0,0,0,0,0
2026-08-13T03:34:21.976415,223,0,0,0,0,0
2026-08-13T03:34:22.026445,252,0,0,0,0,0
2026-08-13T03:34:22.076548,250,0,0,0,0,0
2026-08-13T03:34:22.128366,252,0,0,0,0,0
2026-08-13T03:34:22.178438,255,0,0,0,0,0
2026-08-13T03:34:22.229884,255,0,0,0,0,0
2026-08-13T03:34:22.281686,256,0,0,0,0,0
2026-08-13T03:34:22.333530,252,0,0,0,0,0
2026-08-13T03:34:22.384666,253,0,0,0,0,0
2026-08-13T03:34:22.435557,245,0,0,0,0,0
2026-08-13T03:34:22.485636,247,0,0,0,0,0
2026-08-13T03:34:22.535795,245,0,0,0,0,0
2026-08-13T03:34:22.587353,247,0,0,0,0,0
2026-08-13T03:34:22.637555,247,0,0,0,0,0
2026-08-13T03:34:22.687563,246,0,0,0,0,0
2026-08-13T03:34:22.739064,243,0,0,0,0,0
2026-08-13T03:34:22.789505,239,0,0,0,0,0
2026-08-13T03:34:22.839919,230,0,0,0,0,0
2026-08-13T03:34:22.895617,217,0,0,0,0,0
2026-08-13T03:34:22.947363,218,0,0,0,0,0
2026-08-13T03:34:22.997534,218,0,0,0,0,0
2026-08-13T03:34:23.048238,218,0,0,0,0,0
2026-08-13T03:34:23.098480,219,0,0,0,0,0
2026-08-13T03:34:23.150236,222,0,0,0,0,0
2026-08-13T03:34:23.200971,223,0,0,0,0,0
2026-08-13T03:34:23.251512,219,0,0,0,0,0
2026-08-13T03:34:23.303558,228,0,0,0,0,0
2026-08-13T03:34:23.354319,222,0,0,0,0,0
2026-08-13T03:34:23.405883,225,0,0,0,0,0
2026-08-13T03:34:23.456703,224,0,0,0,0,0
2026-08-13T03:34:23.508209,224,0,0,0,0,0
2026-08-13T03:34:23.559254,233,0,0,0,0,0
2026-08-13T03:34:23.610875,241,0,0,0,0,0
2026-08-13T03:34:23.661627,243,0,0,0,0,0
2026-08-13T03:34:23.712168,242,0,0,0,0,0
2026-08-13T03:34:23.763470,252,0,0,0,0,0
2026-08-13T03:34:23.813698,251,0,0,0,0,0
2026-08-13T03:34:23.864379,251,0,0,0,0,0
2026-08-13T03:34:23.914436,251,0,0,0,0,0
2026-08-13T03:34:23.964785,253,0,0,0,0,0
2026-08-13T03:34:24.015792,251,0,0,0,0,0
2026-08-13T03:34:24.066447,234,0,0,0,0,0
2026-08-13T03:34:24.116703,230,0,0,0,0,0
2026-08-13T03:34:24.167666,230,0,0,0,0,0
2026-08-13T03:34:24.217946,233,0,0,0,0,0
2026-08-13T03:34:24.268683,233,0,0,0,0,0
2026-08-13T03:34:24.319376,234,0,0,0,0,0
2026-08-13T03:34:24.369963,233,0,0,0,0,0
2026-08-13T03:34:24.420055,239,0,0,0,0,0
2026-08-13T03:34:24.471159,244,0,0,0,0,0
2026-08-13T03:34:24.521791,246,0,0,0,0,0
2026-08-13T03:34:24.573737,249,0,0,0,0,0
2026-08-13T03:34:24.624570,251,0,0,0,0,0
2026-08-13T03:34:24.675618,252,0,0,0,0,0
2026-08-13T03:34:24.725841,253,0,0,0,0,0
2026-08-13T03:34:24.776554,249,0,0,0,0,0
2026-08-13T03:34:24.826665,242,0,0,0,0,0
2026-08-13T03:34:24.876938,222,0,0,0,0,0
2026-08-13T03:34:24.927224,221,0,0,0,0,0
2026-08-13T03:34:24.978550,224,0,0,0,0,0
2026-08-13T03:34:25.029063,235,0,0,0,0,0
2026-08-13T03:34:25.081370,235,0,0,0,0,0
2026-08-13T03:34:25.132524,234,0,0,0,0,0
2026-08-13T03:34:25.182675,225,0,0,0,0,0
2026-08-13T03:34:25.232730,199,0,0,0,0,0
2026-08-13T03:34:25.283708,199,0,0,0,0,0
2026-08-13T03:34:25.335579,189,0,0,0,0,0
2026-08-13T03:34:25.386079,170,0,0,0,0,0
2026-08-13T03:34:25.437291,173,0,0,0,0,0
2026-08-13T03:34:25.488910,172,0,0,0,0,0
2026-08-13T03:34:25.540357,174,0,0,0,0,0
2026-08-13T03:34:25.592573,172,0,0,0,0,0
2026-08-13T03:34:25.643698,177,0,0,0,0,0
2026-08-13T03:34:25.695357,187,0,0,0,0,0
2026-08-13T03:34:25.746010,167,0,0,0,0,0
2026-08-13T03:34:25.796864,162,0,0,0,0,0
2026-08-13T03:34:25.848703,165,0,0,0,0,0
2026-08-13T03:34:25.900582,176,0,0,0,0,0
2026-08-13T03:34:25.951015,178,0,0,0,0,0
2026-08-13T03:34:26.001159,180,0,0,0,0,0
2026-08-13T03:34:26.052196,170,0,0,0,0,0
2026-08-13T03:34:26.102423,180,0,0,0,0,0
2026-08-13T03:34:26.152508,156,0,0,0,0,0
2026-08-13T03:34:26.203301,170,0,0,0,0,0
2026-08-13T03:34:26.253616,182,0,0,0,0,0
2026-08-13T03:34:26.303820,183,0,0,0,0,0
2026-08-13T03:34:26.354903,181,0,0,0,0,0
2026-08-13T03:34:26.405251,168,0,0,0,0,0
2026-08-13T03:34:26.455417,170,0,0,0,0,0
2026-08-13T03:34:26.535296,183,0,0,0,0,0
2026-08-13T03:34:26.585604,135,0,0,0,0,0
2026-08-13T03:34:26.636533,132,0,0,0,0,0
2026-08-13T03:34:26.686912,133,0,0,0,0,0
2026-08-13T03:34:26.737071,139,0,0,0,0,0
2026-08-13T03:34:26.787485,138,0,0,0,0,0
2026-08-13T03:34:26.837508,139,0,0,0,0,0
2026-08-13T03:34:26.887910,138,0,0,0,0,0
2026-08-13T03:34:26.938573,139,0,0,0,0,0
2026-08-13T03:34:26.990398,147,0,0,0,0,0
2026-08-13T03:34:27.040431,152,0,0,0,0,0
2026-08-13T03:34:27.090586,165,0,0,0,0,0
2026-08-13T03:34:27.141498,167,0,0,0,0,0
2026-08-13T03:34:27.223491,155,0,0,0,0,0
2026-08-13T03:34:27.273665,157,0,0,0,0,0
2026-08-13T03:34:27.323687,157,0,0,0,0,0
2026-08-13T03:34:27.374912,151,0,0,0,0,0
2026-08-13T03:34:27.425258,154,0,0,0,0,0
2026-08-13T03:34:27.475342,145,0,0,0,0,0
2026-08-13T03:34:27.526014,132,0,0,0,0,0
2026-08-13T03:34:27.576410,121,0,0,0,0,0
2026-08-13T03:34:27.626609,116,0,0,0,0,0
2026-08-13T03:34:27.677598,118,0,0,0,0,0
2026-08-13T03:34:27.728923,117,0,0,0,0,0
2026-08-13T03:34:27.780478,119,0,0,0,0,0
2026-08-13T03:34:27.830919,112,0,0,0,0,0
2026-08-13T03:34:27.881925,135,0,0,0,0,0
2026-08-13T03:34:27.933345,176,0,0,0,0,0
2026-08-13T03:34:27.983468,169,0,0,0,0,0
2026-08-13T03:34:28.034524,170,0,0,0,0,0
2026-08-13T03:34:28.084560,178,0,0,0,0,0
2026-08-13T03:34:28.137056,178,0,0,0,0,0
2026-08-13T03:34:28.187790,178,0,0,0,0,0
2026-08-13T03:34:28.238772,179,0,0,0,0,0
2026-08-13T03:34:28.289633,183,0,0,0,0,0
2026-08-13T03:34:28.339757,201,0,0,0,0,0
2026-08-13T03:34:28.390579,192,0,0,0,0,0
2026-08-13T03:34:28.441416,186,0,0,0,0,0
2026-08-13T03:34:28.493431,177,0,0,0,0,0
2026-08-13T03:34:28.543988,179,0,0,0,0,0
2026-08-13T03:34:28.595342,178,0,0,0,0,0
2026-08-13T03:34:28.646047,179,0,0,0,0,0
2026-08-13T03:34:28.698044,177,0,0,0,0,0
2026-08-13T03:34:28.748808,173,0,0,0,0,0
2026-08-13T03:34:28.800603,179,0,0,0,0,0
2026-08-13T03:34:28.850920,174,0,0,0,0,0
2026-08-13T03:34:28.901891,169,0,0,0,0,0
2026-08-13T03:34:28.952274,192,0,0,0,0,0
2026-08-13T03:34:29.003113,201,0,0,0,0,0
2026-08-13T03:34:29.053438,200,0,0,0,0,0
2026-08-13T03:34:29.103542,186,0,0,0,0,0
2026-08-13T03:34:29.154740,178,0,0,0,0,0
2026-08-13T03:34:29.204881,180,0,0,0,0,0
2026-08-13T03:34:29.255277,167,0,0,0,0,0
2026-08-13T03:34:29.305823,158,0,0,0,0,0
2026-08-13T03:34:29.356503,169,0,0,0,0,0
2026-08-13T03:34:29.406754,179,0,0,0,0,0
2026-08-13T03:34:29.457229,179,0,0,0,0,0
2026-08-13T03:34:29.508656,169,0,0,0,0,0
2026-08-13T03:34:29.559658,166,0,0,0,0,0
2026-08-13T03:34:29.610738,167,0,0,0,0,0
2026-08-13T03:34:29.661457,158,0,0,0,0,0
2026-08-13T03:34:29.711806,165,0,0,0,0,0
2026-08-13T03:34:29.762644,165,0,0,0,0,0
2026-08-13T03:34:29.813652,163,0,0,0,0,0
2026-08-13T03:34:29.864451,160,0,0,0,0,0
2026-08-13T03:34:29.914906,162,0,0,0,0,0
2026-08-13T03:34:29.965523,173,0,0,0,0,0
2026-08-13T03:34:30.016526,171,0,0,0,0,0
2026-08-13T03:34:30.067508,167,0,0,0,0,0
2026-08-13T03:34:30.119466,151,0,0,0,0,0
2026-08-13T03:34:30.169949,150,0,0,0,0,0
2026-08-13T03:34:30.221480,152,0,0,0,0,0
2026-08-13T03:34:30.272447,164,0,0,0,0,0
2026-08-13T03:34:30.324434,163,0,0,0,0,0
2026-08-13T03:34:30.375069,178,0,0,0,0,0
2026-08-13T03:34:30.426423,183,0,0,0,0,0
2026-08-13T03:34:30.476510,185,0,0,0,0,0
2026-08-13T03:34:30.529011,184,0,0,0,0,0
2026-08-13T03:34:30.579512,185,0,0,0,0,0
2026-08-13T03:34:30.631236,179,0,0,0,0,0
