id,A0,A1,A2,A3,A4,A5
0,114.86066914498142,146.68297397769516,139.22988847583642,144.58185873605947,112.3368029739777,163.9610408921933
1,115.68424638866176,147.9024257290815,140.57318070318888,145.01703461433632,113.33401471790678,165.10098119378577
2,116.19883368846024,148.4281709094987,141.01951328922283,144.5173264550858,114.12380845575866,165.20746887966806
3,116.11332119344446,148.99229583975347,141.45944810197506,144.21361535229025,114.49334640705982,165.52234206471493
4,116.20221327967806,149.67898298884214,141.7618437900128,144.4242729101884,114.91009694530821,165.9459484177794
5,115.84906168627099,149.7163509023974,141.19439705486218,144.18586693005298,114.62350722815839,165.4505701715004
6,116.39521009119578,150.76391374754965,141.29813346970084,145.40194323702377,114.99872155458962,166.38302224495015
7,116.09204721592941,150.00810778585907,139.85596756885656,144.61261476093955,114.21199475378562,165.0667700011923
8,120.73518810542915,155.51937373282271,143.97138995269205,149.67594052714574,117.92453255237666,170.9843433205677
9,116.93872660885441,150.23379735280693,138.37334550433593,144.25057051574623,113.39125969876768,165.23653582838887
10,116.54582307803678,149.11814101636023,137.3085275807152,143.07195598668017,112.47444621398581,164.13290864340524
11,117.5742323290846,149.55648899188876,138.25340382387023,143.9257676709154,113.4138180764774,165.0523609501738
12,118.02878563495001,149.14679748241392,138.27091817845243,143.9041095890411,114.07737874861162,165.1319881525361
13,118.31660746003553,149.27353463587923,139.3734458259325,144.55017761989342,114.95707519242156,166.02116637063352
14,117.81053077574917,147.97966258377627,138.90724905631308,143.61963639164932,114.98952314921809,165.2656189815885
15,117.23622620890629,147.03843001548128,138.49594754576086,143.0436207995629,114.84163555231764,164.679992714689
16,116.56792025373811,146.43896692342545,138.25056637970096,142.91436338921613,114.7720888083371,164.25799728137744
17,116.25655633930187,146.3451799602098,138.15237836860192,143.13555796708266,115.0288478929282,164.11421595225175
18,116.25,146.0,137.75,142.625,115.0,164.0
19,116.8135414671519,147.5403179467535,139.27006320628232,144.41515035433824,116.08762689140012,165.16194215667497
20,116.47304389312977,147.58516221374046,139.01121183206106,144.36975190839695,116.20205152671755,164.85710877862596
21,116.22001314492277,147.83634571146894,138.86296418008544,144.5819914558002,116.37775221820571,164.85162668419323
22,115.8637852520572,147.3111767995526,137.9638891108093,144.39666054166335,116.09666853079811,164.4328513222018
23,115.80777232872641,147.02689849903402,137.43149056323375,144.57750037152624,115.60387873383861,164.3658790310596
24,116.49806894578744,147.71162923759118,138.0168073237019,145.8855671577743,115.71963953654699,165.31204405664425
25,117.01362616223149,148.13546008336004,138.3190125040077,146.41663994870152,115.64491824302661,165.42305226033986
26,116.94254648394775,148.7867207102876,138.98430161487485,147.0936112719552,115.1991250080422,165.83831950073989
27,117.0,149.0,139.0,148.0,115.0,165.0
28,116.45874263261297,148.72121807465618,139.2583497053045,147.09882121807465,114.30166994106091,165.71660117878193
29,116.68052011179974,149.29663385587557,140.3233685745534,148.0081419370519,114.11763276218252,166.76096731073034
30,116.05438711797568,148.45892211633256,140.11271771278345,147.26700624383832,113.36115675320407,166.08018402891884
