id,A0,A1,A2,A3,A4,A5
0,103.50717703349282,101.53482190324296,120.23125996810208,122.8702817650186,101.90536948431685,140.8421052631579
1,104.36303871439007,102.37253469685902,121.43973703433163,124.0664718772827,102.51351351351352,142.68298027757487
2,104.51859799713877,102.57725321888412,121.95565092989986,124.47138769670958,102.5,143.21244635193133
3,104.45659432387312,102.42070116861436,121.9398998330551,124.34808013355592,102.25709515859766,143.12103505843072
4,104.28427299703264,102.34124629080118,121.42314540059347,123.97388724035608,101.9952522255193,142.6433234421365
5,104.21388216303471,102.24858757062147,121.15657788539144,123.74414850686037,101.86682808716706,142.34624697336562
6,103.31839258114374,101.41885625965998,119.2047913446677,122.26970633693972,101.05409582689336,140.51854714064916
7,103.5,108.5,119.0,121.0,101.0,140.5
8,102.98601398601399,101.06993006993007,118.39300699300699,121.57762237762238,100.81398601398601,139.55454545454546
9,102.64931740614334,100.74317406143345,117.2235494880546,120.66382252559727,100.54778156996586,138.5230375426621
10,102.38065843621399,100.36145404663924,116.6440329218107,120.15980795610425,100.48079561042525,137.83333333333334
11,101.77054689886954,99.82829208677055,116.21264894592117,119.72441185456768,100.11060189428659,137.3947448823709
12,101.10450077599586,99.28970512157268,115.68235902741851,119.18106570098293,99.74599068804966,136.63114330056905
13,101.34252873563219,99.49885057471265,116.43218390804597,119.6096551724138,100.18528735632184,137.1577011494253
14,101.72934472934473,99.87939221272555,117.88698955365622,120.60066476733144,100.84283000949668,138.3627730294397
15,101.78283062645012,99.83248259860788,118.72482598607888,121.21995359628771,100.98468677494199,139.0584686774942
16,101.82940251572327,99.92295597484276,120.0243710691824,121.96147798742139,101.31761006289308,140.01022012578616
17,102.04184322033899,100.20233050847457,121.73887711864407,123.05190677966101,101.79078389830508,141.37764830508473
18,101.80418636056719,99.90344361917623,122.14314652261986,123.11546252532072,101.77852802160702,141.56380823767725
19,101.62678062678063,99.58404558404558,122.11182336182337,122.95156695156695,101.7457264957265,141.42948717948718
20,101.03701211305518,99.1749663526245,121.44751009421265,122.3028263795424,101.32099596231494,140.54912516823688
21,100.28872004675628,98.31326709526593,120.19228521332555,121.4301578024547,100.73290473407364,139.3530099357101
22,99.64099299809038,97.69828134945894,118.99490770210058,120.38701464035645,100.34118395926161,138.1260343730108
23,99.42977346278317,97.47119741100323,117.97281553398058,119.5527508090615,100.16181229773463,137.03300970873786
24,99.14894795127353,97.25193798449612,116.99501661129568,118.95902547065337,100.0437430786268,136.14507198228128
25,98.45439377085651,96.50945494994438,115.3670745272525,117.8020022246941,99.34538375973304,134.8420467185762
26,98.38766233766233,96.37532467532468,114.72142857142858,117.47662337662338,99.21753246753246,134.26883116883116
27,98.00703774792066,96.05438259756878,113.85796545105566,116.98912348048624,98.76967370441459,133.83493282149712
28,98.24779470729752,96.3728949478749,114.3047313552526,117.77465918203688,98.94707297514033,134.6439454691259
29,99.5,93.5,114.0,117.5,99.5,133.5
30,98.72769230769231,96.95,115.12153846153846,118.6376923076923,99.21384615384615,135.43846153846152
31,99.79867109634552,97.88837209302325,116.88239202657807,120.37674418604651,100.26312292358804,137.60664451827242
32,100.61843640606767,98.75962660443408,118.4708284714119,121.97257876312719,100.81213535589265,139.39498249708285
33,100.8158940397351,98.89757174392936,119.06534216335541,122.56556291390729,100.81456953642385,139.8543046357616
34,101.26847457627119,99.45966101694916,120.03661016949152,123.5335593220339,101.01762711864407,140.86169491525425
35,101.36725876140183,99.4695151224196,120.9471915506481,124.46087373979837,101.04080652904464,141.61497839654345
36,101.13721185510428,99.18331503841932,120.65587266739847,124.22612513721185,100.64379802414929,141.1317233809001
37,100.90794739851344,98.9874213836478,120.13264722698685,123.83876500857633,100.27901658090337,140.48942252715838
38,100.51496259351622,98.68017456359102,119.4856608478803,123.38029925187033,99.7930174563591,139.6857855361596
39,100.0547396528705,98.16955941255007,118.62750333778371,122.6502002670227,99.22496662216288,138.75967957276367
40,99.75050301810865,97.72099262240107,117.82025486250838,122.08920187793427,98.87726358148893,138.00402414486922
41,98.78612716763006,96.90895953757226,116.07514450867052,120.45375722543352,98.02023121387283,136.01661849710982
42,98.54776674937965,96.69168734491315,115.97952853598015,120.44975186104219,97.82320099255583,135.8802729528536
43,98.38356940509915,96.485552407932,115.67932011331445,120.02039660056657,97.60906515580737,135.33541076487253
44,98.60979877515311,96.67891513560805,116.61767279090114,120.68503937007874,97.83202099737532,136.10936132983377
45,99.13597918022121,97.27391021470397,117.57254391672089,121.2726089785296,98.31880286271958,136.81912817176317
46,99.59390862944163,97.68654822335026,119.07804568527919,122.30393401015229,98.84137055837563,137.95494923857868
47,99.98800282286521,98.08539167254763,120.4954128440367,123.07904022582922,99.28158080451658,139.02328863796754
48,99.96397379912663,98.15502183406113,121.646288209607,123.52292576419214,99.2882096069869,139.66157205240174
49,100.0356846473029,98.07551867219917,121.9551867219917,123.42738589211618,99.4149377593361,139.72697095435686
50,100.03023758099351,98.09935205183585,122.48164146868251,123.38444924406048,99.42872570194385,139.9924406047516
51,99.73486786018755,97.85763000852515,121.86786018755328,122.74509803921569,99.28729752770674,139.4458653026428
52,99.12760180995475,97.23257918552036,120.58190045248868,121.4316742081448,98.79819004524887,138.25972850678733
53,98.95743287491814,97.05959397511461,119.49443352979699,120.19318925998691,98.60969220694172,137.1833660772757
54,98.18181818181819,96.42285237698081,117.76730608840701,118.6788990825688,97.99916597164304,135.48123436196832
55,97.7472885032538,95.85574837310195,116.48481561822126,117.62255965292842,97.42516268980478,134.40780911062907
56,97.19723183391004,95.34809688581315,115.08096885813148,116.51072664359862,96.80899653979239,133.22906574394463
