id,A0,A1,A2,A3,A4,A5
0,110.49445005045409,141.04137235116045,134.4651866801211,135.73864783047426,108.79112008072654,153.89001009081736
1,111.5114503816794,141.3587786259542,133.39503816793894,135.61068702290078,109.1354961832061,154.37213740458014
2,111.697796432319,141.39769150052467,133.4753410283316,135.88457502623294,109.302203567681,154.92969569779643
3,112.00699300699301,141.71728271728273,134.51348651348653,136.6903096903097,109.87812187812187,155.50949050949052
4,110.88072289156626,139.60722891566266,133.01084337349397,134.79759036144577,108.67951807228916,153.53734939759036
5,112.78342245989305,141.5686274509804,136.23351158645275,137.38235294117646,110.88591800356507,156.4607843137255
6,112.83402489626556,141.43153526970954,137.0331950207469,137.57123098201936,111.20470262793914,156.81881051175657
7,115.91578148710167,145.66843702579666,141.52503793626707,141.91274658573596,114.87860394537178,161.38088012139605
8,116.98627630375114,146.70265324794144,141.09149130832571,142.25526075022873,115.7355901189387,161.77950594693505
9,117.13077790304396,147.29988726042842,141.57271702367532,142.63359639233371,116.37880496054115,162.05524239007892
10,117.261569416499,147.80482897384306,142.27364185110665,142.93158953722335,116.90744466800805,162.23239436619718
11,117.21744627054362,147.8558786346397,142.23893805309734,142.85967130214917,117.13274336283186,162.0568900126422
12,116.1965579710145,148.3179347826087,142.51358695652175,143.29076086956522,117.125,162.44927536231884
13,116.80268681780016,147.22837951301426,141.9454240134341,143.51301427371956,117.14441645675903,162.4080604534005
14,117.08972691807543,147.03641092327697,141.04551365409623,143.6957087126138,116.81014304291287,162.35370611183356
15,117.47619047619048,147.7034632034632,141.84199134199133,145.13419913419912,116.94155844155844,163.31277056277057
16,117.60839954597049,148.1816118047673,142.20658342792282,145.57321225879681,117.10102156640181,163.63791146424518
17,117.65255292652553,148.55790784557908,142.71855541718554,146.36737235367372,117.16438356164383,164.0074719800747
18,124.84587488667272,155.6935630099728,149.90208522212149,154.01359927470534,124.19854941069809,170.9718948322756
19,125.14782608695653,156.29090909090908,151.12252964426878,155.700395256917,124.35889328063242,172.0513833992095
20,124.81418092909536,155.96577017114913,151.16625916870416,155.82640586797066,123.82640586797066,172.10268948655258
21,124.98961218836565,156.5831024930748,152.04293628808864,156.68698060941827,123.94736842105263,172.8213296398892
22,125.20120898100173,157.86873920552677,153.47927461139898,158.29706390328153,124.35405872193436,173.86873920552677
23,126.01556420233463,159.3054474708171,155.4727626459144,160.0398832684825,125.21011673151752,175.4727626459144
24,127.86436597110755,161.28812199036918,157.73996789727127,161.68459069020867,127.02568218298555,177.78892455858747
25,129.09406494960805,163.2161254199328,160.45576707726764,163.87569988801792,128.2060470324748,180.17357222844345
26,128.96345514950167,163.03875968992247,159.97563676633445,162.23145071982282,128.15060908084163,179.8671096345515
27,126.83333333333333,160.66666666666666,158.16666666666666,160.83333333333334,126.33333333333333,178.0
28,125.39268788083955,160.27691266079893,157.4021665538253,160.3134732566012,124.76980365605958,176.94583615436696
29,125.83798882681565,160.65013966480447,156.44832402234636,159.85125698324023,125.00837988826815,176.8917597765363
30,125.40184615384615,160.38153846153847,156.008,160.5286153846154,124.4116923076923,176.3796923076923
31,125.3955525606469,160.25943396226415,154.88342318059298,160.33288409703505,123.82951482479784,175.8355795148248
