id,A0,A1,A2,A3,A4,A5
0,150.90872560275545,148.18427095292768,169.7841561423651,179.22215843857634,146.03731343283582,204.97990815154995
1,150.65081723625556,148.0193164933135,169.89053987122338,179.15106488360576,146.20554730064387,204.82615156017832
2,150.5524728588661,147.91958182549257,170.06755126658624,179.02050663449938,146.51186168073986,204.94893445918777
3,150.35,147.68804347826088,169.8804347826087,178.84836956521738,146.7407608695652,204.92282608695652
4,150.18422474338195,147.55969746083198,170.0583468395462,178.89681253376554,147.1274986493787,204.92544570502432
5,150.28785811732607,147.6336971350614,170.26603001364256,179.17462482946794,147.55593451568896,205.28785811732607
6,150.1867724867725,147.37777777777777,170.15079365079364,179.105291005291,147.6962962962963,205.46772486772485
7,149.7766393442623,147.1987704918033,169.9892418032787,179.20543032786884,147.81147540983608,205.11885245901638
8,150.0,157.0,171.0,179.0,147.0,204.0
9,149.74413931681178,147.2016075016745,170.23442732752846,179.76490288010717,148.08506363027462,205.28131279303415
10,149.89571614019906,147.12115967113803,170.67979229770663,180.7377758546084,148.51146689744698,206.04500216356556
11,149.0,140.0,170.0,180.0,149.0,206.0
12,149.44639376218325,146.6816114359974,170.180636777128,180.4100064977258,148.42170240415854,205.33918128654972
13,149.0,143.0,170.0,180.0,149.0,206.0
14,149.31374722838137,146.50388026607538,170.6529933481153,181.24722838137473,148.71784922394679,205.86031042128604
15,150.0,146.0,171.0,182.0,148.0,207.0
16,148.84960552268245,146.27120315581854,170.76577909270216,181.120808678501,148.60848126232742,205.4146942800789
17,148.61169944528493,145.94402420574886,170.416540595058,181.3071104387292,148.48008068582956,205.20171457387795
18,148.0362212432697,145.36123348017622,170.0704845814978,181.136563876652,148.09055310817425,204.86490455212922
19,147.8765182186235,145.21524966261808,169.86032388663966,181.10998650472334,147.8859649122807,204.7294197031039
20,147.75415423945464,144.9850873455475,169.66893907115465,181.14017895185344,147.80954409884959,204.54026416702172
21,148.0,144.0,170.0,182.0,147.0,205.0
22,147.66,144.7958620689655,169.14206896551724,181.02137931034483,147.35724137931035,204.24344827586208
23,147.33258553000562,144.6590016825575,168.8519349411105,180.79416713404373,146.90745933819406,203.91811553561413
24,147.44646464646465,144.81333333333333,169.84686868686867,181.81373737373738,146.66626262626264,205.1050505050505
25,147.8441604543841,145.1902733404331,169.50230741924034,181.7994320198793,146.63329783457579,204.863684771033
26,147.87815884476535,145.3163357400722,169.61416967509027,181.8907942238267,146.18501805054152,204.7495487364621
27,148.0312345066931,145.27020327218642,169.61130391670798,181.99652949925633,145.90728805156172,204.90778383738225
28,147.94705340699815,145.2780847145488,169.951197053407,182.45810313075506,145.48204419889504,205.26519337016575
29,147.54717682020802,144.90193164933135,169.25037147102526,181.5865527488856,144.69130757800892,204.33803863298664
30,147.79353755770038,145.10239194292907,169.82123373898446,182.22198908938313,144.39404112463282,205.02349979018044
31,147.75941080196398,145.1043371522095,169.8428805237316,182.13256955810147,144.07201309328968,204.96890343698854
32,147.95356793743892,145.4745845552297,169.64613880742914,181.55376344086022,143.93939393939394,204.4907135874878
33,148.04026527711986,145.4414969208906,169.93178588346754,181.71909047844625,143.61724301279014,204.88062529606822
34,147.9904386951631,145.1119235095613,169.77446569178852,181.43307086614172,143.3734533183352,204.72609673790777
35,147.9170344218888,145.33362753751103,170.31156222418358,181.60017652250662,143.3865842894969,204.96910856134159
36,147.79944289693594,145.05153203342618,170.4702878365831,181.26090993500463,143.09656453110492,205.09935004642526
37,147.89574898785426,145.20647773279353,170.67914979757086,181.03643724696357,143.35273279352228,205.06325910931173
38,148.42192192192192,145.7092092092092,171.0045045045045,181.04854854854855,143.87637637637638,205.25175175175175
39,148.69289340101523,146.1736040609137,171.0776649746193,180.81827411167512,144.28629441624366,205.25939086294417
40,148.74166666666667,146.16287878787878,171.22916666666666,180.4439393939394,144.4314393939394,205.07007575757575
41,149.21278772378517,146.44296675191816,171.66649616368287,180.82762148337596,145.28388746803068,205.54168797953963
42,149.0677764565993,146.38525564803805,171.31629013079666,180.128418549346,145.46730083234246,204.92152199762188
43,149.19280795715378,146.47589900535579,171.7184391736802,180.26319816373373,145.82402448355012,205.15608263198163
44,149.0810344827586,146.4022988505747,172.08908045977012,180.1574712643678,146.1867816091954,205.29310344827587
45,149.13020833333334,146.5234375,171.9515625,179.46979166666668,146.47864583333333,205.18385416666666
46,148.83421330517425,146.1895459345301,171.89968321013728,179.56124604012672,146.71330517423442,205.350580781415
47,148.6033222591362,145.88704318936877,171.5720930232558,179.2843853820598,146.8265780730897,205.27043189368771
48,148.0,142.0,173.0,179.0,147.0,204.0
49,148.18559411146163,145.50420609884333,171.19663512092535,178.80809674027338,146.5205047318612,204.6225026288118
50,148.1946060285563,145.65415124272872,171.64727657324167,179.34902168164993,146.70809095716552,204.98360655737704
51,149.0,151.0,173.0,179.0,151.0,205.0
52,149.0,145.0,171.0,180.0,146.0,205.0
53,148.08723509117792,145.58994578610154,171.77427304090685,179.6357811729916,146.64169541646132,205.04139970428784
54,148.30719794344472,145.64695801199656,171.2982005141388,179.77420736932305,146.69622964867182,204.97814910025707
55,148.5894331315355,146.00935608145295,170.98348926802421,179.7644468904788,146.61805173362686,204.78646119977986
56,148.69492470719464,146.0931399888455,170.93028443948688,180.11210262130507,146.40992749581707,204.90351366424986
57,148.0,147.0,170.0,179.0,145.0,205.0
58,148.71201657458565,146.02348066298342,170.25759668508286,179.99309392265192,145.99171270718233,204.45994475138122
59,149.301875,146.78625,169.765,179.930625,145.89125,204.66125
