timestamp,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
2026-08-11T06:56:13.645628,21,26,28,27,30,26
2026-08-11T06:56:13.698211,23,27,28,27,31,27
2026-08-11T06:56:13.751431,22,26,29,28,31,26
2026-08-11T06:56:13.803293,23,27,29,29,32,28
2026-08-11T06:56:13.853986,22,26,28,27,30,27
2026-08-11T06:56:13.910787,22,26,29,28,31,27
2026-08-11T06:56:13.976306,22,27,29,28,31,27
2026-08-11T06:56:14.029165,22,27,28,27,32,27
2026-08-11T06:56:14.079637,24,26,28,29,33,28
2026-08-11T06:56:14.135591,23,27,28,28,31,27
2026-08-11T06:56:14.188796,22,27,29,28,31,27
2026-08-11T06:56:14.243211,23,27,29,28,31,28
2026-08-11T06:56:14.295528,23,26,29,28,31,27
2026-08-11T06:56:14.353888,23,26,29,28,31,26
2026-08-11T06:56:14.410638,22,27,29,28,30,26
2026-08-11T06:56:14.462021,24,27,29,28,31,28
2026-08-11T06:56:14.525827,23,27,28,29,32,28
2026-08-11T06:56:14.578795,24,28,30,29,32,28
2026-08-11T06:56:14.644500,23,28,29,28,31,27
2026-08-11T06:56:14.697779,24,28,29,28,32,28
2026-08-11T06:56:14.763095,24,28,29,28,33,28
2026-08-11T06:56:14.828692,22,26,29,29,31,27
2026-08-11T06:56:14.879468,23,28,29,29,32,28
2026-08-11T06:56:14.931031,23,26,28,27,32,28
2026-08-11T06:56:14.992953,22,26,29,29,31,27
2026-08-11T06:56:15.043131,24,27,28,29,32,28
2026-08-11T06:56:15.093750,23,27,30,28,32,28
2026-08-11T06:56:15.144518,22,27,30,28,32,28
2026-08-11T06:56:15.194856,23,28,29,29,32,28
2026-08-11T06:56:15.247086,23,28,28,28,32,28
2026-08-11T06:56:15.300193,23,28,29,28,33,28
2026-08-11T06:56:15.351409,23,27,29,29,32,28
2026-08-11T06:56:15.402433,24,27,28,28,32,29
2026-08-11T06:56:15.458940,23,27,30,28,32,29
2026-08-11T06:56:15.509496,22,27,29,28,32,27
2026-08-11T06:56:15.562382,24,28,30,29,32,28
2026-08-11T06:56:15.613116,24,28,29,28,32,28
2026-08-11T06:56:15.664614,23,27,28,28,32,28
2026-08-11T06:56:15.725485,24,27,29,28,32,27
