timestamp,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5
2026-08-11T06:39:11.458981,35,35,38,38,45,39
2026-08-11T06:39:11.511981,35,36,38,37,44,40
2026-08-11T06:39:11.565981,34,36,38,37,43,39
2026-08-11T06:39:11.618995,34,35,38,37,44,39
2026-08-11T06:39:11.672170,34,35,37,38,44,40
2026-08-11T06:39:11.725196,34,35,37,37,45,40
2026-08-11T06:39:11.778914,33,35,38,38,44,39
2026-08-11T06:39:11.831980,36,36,38,37,45,40
2026-08-11T06:39:11.885212,36,36,38,37,45,40
2026-08-11T06:39:11.937725,34,36,38,37,44,40
2026-08-11T06:39:11.991711,35,35,38,38,46,39
2026-08-11T06:39:12.044381,35,36,38,37,45,40
2026-08-11T06:39:12.094808,33,35,38,38,45,39
2026-08-11T06:39:12.147302,35,35,37,37,45,40
2026-08-11T06:39:12.200888,34,36,37,37,44,40
2026-08-11T06:39:12.253366,34,35,38,38,46,39
2026-08-11T06:39:12.306924,35,36,38,37,45,40
2026-08-11T06:39:12.360867,33,36,38,38,44,39
2026-08-11T06:39:12.413857,36,35,38,37,45,40
2026-08-11T06:39:12.466573,35,36,38,38,45,40
2026-08-11T06:39:12.519908,33,36,38,38,43,39
2026-08-11T06:39:12.573539,34,35,38,37,45,39
2026-08-11T06:39:12.626623,36,36,38,37,45,40
2026-08-11T06:39:12.679987,35,35,38,38,44,39
2026-08-11T06:39:12.733151,35,36,38,38,44,39
2026-08-11T06:39:12.786610,35,36,38,38,45,40
2026-08-11T06:39:12.839774,34,36,37,37,45,40
2026-08-11T06:39:12.893228,35,35,38,38,44,39
2026-08-11T06:39:12.945729,35,35,38,37,44,40
2026-08-11T06:39:12.999478,35,36,38,38,44,40
2026-08-11T06:39:13.052258,34,36,38,38,44,39
2026-08-11T06:39:13.105130,35,36,38,38,45,40
2026-08-11T06:39:13.158636,34,36,38,37,44,40
2026-08-11T06:39:13.212624,35,35,38,38,45,39
2026-08-11T06:39:13.265325,35,35,38,38,45,39
2026-08-11T06:39:13.318893,34,36,38,38,43,40
2026-08-11T06:39:13.372009,35,36,38,38,45,40
2026-08-11T06:39:13.425522,35,36,38,38,46,40
2026-08-11T06:39:13.478289,34,35,38,37,44,39
2026-08-11T06:39:13.531530,35,36,38,37,45,40
2026-08-11T06:39:13.584622,36,35,37,37,44,40
2026-08-11T06:39:13.638377,34,36,38,37,44,39
2026-08-11T06:39:13.691810,36,35,37,38,45,40
2026-08-11T06:39:13.744452,35,36,38,37,45,40
2026-08-11T06:39:13.797544,33,35,38,38,45,39
2026-08-11T06:39:13.850886,36,36,38,37,45,40
2026-08-11T06:39:13.903958,35,36,38,38,45,40
2026-08-11T06:39:13.957957,34,35,37,37,44,39
2026-08-11T06:39:14.010886,36,36,37,38,44,41
2026-08-11T06:39:14.063868,35,35,38,38,46,39
2026-08-11T06:39:14.114149,34,36,38,38,44,39
2026-08-11T06:39:14.166132,35,36,38,38,45,40
2026-08-11T06:39:14.216409,34,35,38,37,44,40
2026-08-11T06:39:14.268790,35,36,38,38,45,41
2026-08-11T06:39:14.322453,34,36,38,38,45,40
2026-08-11T06:39:14.375616,34,36,38,38,44,40
2026-08-11T06:39:14.428643,35,36,38,37,46,39
2026-08-11T06:39:14.482316,34,35,38,38,44,39
2026-08-11T06:39:14.535393,35,36,38,38,43,39
2026-08-11T06:39:14.588536,36,36,38,37,45,40
2026-08-11T06:39:14.641514,34,35,38,38,45,39
2026-08-11T06:39:14.694548,34,35,37,38,44,39
2026-08-11T06:39:14.748311,36,36,38,38,45,40
2026-08-11T06:39:14.801484,35,36,38,38,43,40
2026-08-11T06:39:14.854404,34,36,38,37,44,40
2026-08-11T06:39:14.908013,35,36,38,37,45,40
2026-08-11T06:39:14.961564,35,35,38,38,44,40
2026-08-11T06:39:15.013869,34,35,38,38,44,39
2026-08-11T06:39:15.063877,35,35,37,37,44,40
2026-08-11T06:39:15.117123,34,35,38,38,44,39
2026-08-11T06:39:15.169906,35,36,38,37,45,40
2026-08-11T06:39:15.223496,34,35,38,37,44,39
2026-08-11T06:39:15.276751,33,35,37,37,44,38
2026-08-11T06:39:15.330045,34,36,38,37,43,40
2026-08-11T06:39:15.383248,34,35,37,37,44,40
2026-08-11T06:39:15.435768,33,34,36,37,43,39
2026-08-11T06:39:15.489419,34,35,38,37,44,39
2026-08-11T06:39:15.543075,34,35,37,37,44,39
2026-08-11T06:39:15.595615,34,35,37,37,44,38
2026-08-11T06:39:15.649628,35,36,38,37,43,40
2026-08-11T06:39:15.702896,34,35,37,37,44,40
2026-08-11T06:39:15.756098,34,35,37,38,45,39
2026-08-11T06:39:15.809451,35,36,38,38,45,40
2026-08-11T06:39:15.862596,34,35,38,37,44,40
2026-08-11T06:39:15.915860,33,35,37,38,44,39
2026-08-11T06:39:15.969111,35,35,38,38,44,40
2026-08-11T06:39:16.022352,34,36,38,38,44,40
2026-08-11T06:39:16.074998,34,36,38,37,44,40
2026-08-11T06:39:16.128121,35,36,38,38,45,39
2026-08-11T06:39:16.178137,34,36,38,37,44,40
2026-08-11T06:39:16.231002,35,36,38,38,45,41
2026-08-11T06:39:16.284289,35,36,38,38,45,40
2026-08-11T06:39:16.337660,34,36,38,38,45,39
2026-08-11T06:39:16.390914,35,36,38,37,45,40
2026-08-11T06:39:16.443604,35,36,38,38,45,40
2026-08-11T06:39:16.497324,34,36,38,37,44,40
2026-08-11T06:39:16.550239,35,36,38,38,45,41
2026-08-11T06:39:16.603969,35,36,38,38,45,41
2026-08-11T06:39:16.656967,34,36,38,37,44,40
2026-08-11T06:39:16.710453,35,36,38,38,45,40
2026-08-11T06:39:16.763470,36,36,39,37,45,40
2026-08-11T06:39:16.816907,34,36,38,38,44,40
2026-08-11T06:39:16.870198,35,36,38,38,45,41
2026-08-11T06:39:16.923301,35,36,38,38,45,40
2026-08-11T06:39:16.976135,35,36,38,38,45,40
2026-08-11T06:39:17.029401,36,36,38,38,45,40
2026-08-11T06:39:17.082648,35,36,38,38,45,40
2026-08-11T06:39:17.136248,35,36,38,37,45,40
2026-08-11T06:39:17.189248,35,36,38,38,46,41
2026-08-11T06:39:17.242275,35,36,38,38,45,41
2026-08-11T06:39:17.296055,37,39,42,41,47,44
2026-08-11T06:39:17.349058,36,38,39,39,46,42
2026-08-11T06:39:17.402775,36,38,39,39,46,42
2026-08-11T06:39:17.455941,35,37,40,39,46,42
2026-08-11T06:39:17.508785,36,37,39,38,46,41
2026-08-11T06:39:17.561596,36,36,38,38,46,40
2026-08-11T06:39:17.615040,34,36,38,38,45,40
2026-08-11T06:39:17.668994,36,37,39,38,46,40
2026-08-11T06:39:17.722023,36,37,38,37,45,41
2026-08-11T06:39:17.775119,35,37,38,38,46,41
2026-08-11T06:39:17.828574,36,37,38,40,46,42
2026-08-11T06:39:17.881900,36,37,39,39,46,41
2026-08-11T06:39:17.935327,36,38,39,39,46,42
2026-08-11T06:39:17.988401,38,39,41,40,47,43
2026-08-11T06:39:18.041188,36,38,40,40,46,42
2026-08-11T06:39:18.094188,37,40,42,41,48,45
